Accounts,BS_Level,Botness,Entity,EntityID,Last_Seen,MediaLink,Trendiness,Tweets,Type
1,0.000,0.0,@paidefamia,14677,"Wed, 12 Feb 2020 03:50:54 GMT",,100,1,user_mentions
1,0.000,0.0,@bramatti,4635,"Wed, 12 Feb 2020 01:28:24 GMT",,100,1,user_mentions
1,0.000,0.0,@marcobianchibr,5114,"Wed, 12 Feb 2020 03:35:22 GMT",,100,1,user_mentions
1,0.000,0.0,@lilipizani,7031,"Wed, 12 Feb 2020 02:08:39 GMT",,100,1,user_mentions
1,0.000,0.0,@santos31264475,7032,"Wed, 12 Feb 2020 02:08:39 GMT",,100,1,user_mentions
1,0.000,0.0,https://twitter.com/condecamileto/status/1227398326158581760/photo/1,18133,"Wed, 12 Feb 2020 01:05:39 GMT",http://pbs.twimg.com/media/EQiYRaZXsAImIE_.jpg,100,1,media
1,0.000,0.0,@crisppsilva,12896,"Wed, 12 Feb 2020 02:32:26 GMT",,100,1,user_mentions
1,0.000,0.0,@condecamileto,18131,"Wed, 12 Feb 2020 01:05:39 GMT",http://pbs.twimg.com/media/EQiYRaZXsAImIE_.jpg,100,1,user_mentions
1,0.000,0.0,https://twitter.com/folha/status/1227348846411419648,7659,"Wed, 12 Feb 2020 01:18:18 GMT",,100,1,urls
1,0.000,0.0,@stanlley77,10127,"Wed, 12 Feb 2020 00:23:08 GMT",,100,1,user_mentions
1,0.000,0.2,@japadobonor0,4570,"Wed, 12 Feb 2020 03:34:43 GMT",http://pbs.twimg.com/media/EQhWR82XYAEZDIE.jpg,0,1,user_mentions
1,0.000,0.1,@pablovillaca,5385,"Wed, 12 Feb 2020 03:37:09 GMT",,-33,1,user_mentions
1,0.000,0.1,@cavalcanteedmir,8902,"Wed, 12 Feb 2020 03:51:40 GMT",,0,1,user_mentions
1,0.000,0.1,https://twitter.com/portimeu_br/status/1227348946433060864/video/1,1253,"Wed, 12 Feb 2020 03:46:40 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227348840765849603/pu/img/PgPV6j9YjksuKGo9.jpg,-33,1,media
